[2026-08-31 20:46:29] OYUN | OnlyVan: merhaba -> Merhaba! Knight Network'e hoş geldin. Sana nasıl yardımcı olabilirim? [CACHE]
[2026-09-06 23:53:13] OYUN | Faxley: soru . -> Efendim, LivaMC hakkında sormak istediğin soruyu yazabilirsin. Sana yardımcı olmak için buradayım! [CACHE]
[2026-09-07 00:49:02] OYUN | PvPBeyaz: rehber ne zaman alınır -> Rehber alımları Discord sunucumuzdan duyurulur. Alım açıldığında başvuru formu paylaşılır, duyuruları kaçırmamak için discord.gg/livamc adresine katılabilirsin.
[2026-09-07 11:49:07] OYUN | Clexiy4164: en kolay para kasma yöntemi -> Yeni başladıysan en kolay ve en hızlı iki para kazanma yolu vardır: /gunlukgorev ile her gün belirlenen 3 eşyayı toplayıp satmak ve /order ile sipariş panosundaki talepleri karşılamak. İkisi de sermaye gerektirmez, elindeki eşyalarla hemen başlayabilirsin.
[2026-09-07 12:55:05] OYUN | zwox2: gök ada nedir -> Gökyüzü etkinliği, ormanın üzerinde havada beliren ve 24 dakika boyunca içinde ganimet barındıran bir adadır. Süre bitince ada izsiz silinir ve arazi ilk haline döner. İçindeki ganimet için PvP açık ve baskın serbesttir.
[2026-09-07 14:09:45] OYUN | SaTaha: para nasıl hızlı kazanılır -> Sunucuda hızlı para kazanmak için iki harika yol var ve ikisi de sermaye istemez. /gunlukgorev komutuyla her gün belirlenen eşyaları toplayıp satabilirsin. Ayrıca /order sipariş panosundan diğer oyuncuların taleplerini karşılayarak anında para kazanabilirsin.
[2026-09-07 14:30:14] OYUN | toprak31: soru -> Efendim, LivaMC hakkında sormak istediğin soruyu yazabilirsin. Sana yardımcı olmak için buradayım! [CACHE]
[2026-09-07 14:30:56] OYUN | toprak31: sorum eşylarımızı nasıl satrız -> Eşyalarını satmak için birkaç farklı yolun var. Sunucu mağazasına satmak için /market komutunu kullanabilirsin. Diğer oyunculara satmak için /ah komutuyla açık artırmaya koyabilir veya /order panosundan oyuncuların taleplerini karşılayabilirsin. Ayrıca her gün /gunlukgorev komutuyla belirlenen eşyaları satarak hızlıca para kazanabilirsin.
[2026-09-07 14:34:10] OYUN | SaTaha: senın adın ne -> Benim adım LivaMC Helper. LivaMC sunucusuyla ilgili tüm sorularında sana yardım etmek için buradayım!
[2026-09-07 14:34:25] OYUN | SaTaha: begendım sunucunuzu -> Çok teşekkür ederiz! Beğenmene sevindik. İyi oyunlar ve bol kazançlar dileriz!
[2026-09-07 16:34:30] OYUN | JakeZero4526098: para nasıl kazanılır -> LivaMC'de para kazanmanın birçok yolu var:  - Günlük görevler: /gunlukgorev ile her gün belirlenen 3 eşyayı toplayıp satmak. - Sipariş panosu: /order ile diğer oyuncuların açtığı talepleri karşılamak. - Açık artırma: /ah ile kendi eşyalarını diğer oyunculara satmak. - Sunucu mağazası: /market üzerinden eşya satmak. - Gece maaşı: Her gece 00:00'da seviyene göre hazineden pay almak. - Saatlik yarış: /yaris etkinliğini kazanmak. - Pazaryeri: Siteden dükkân kiralayıp 7/24 satış yapmak.  Yeni başladıysan /gunlukgorev ve /order en hızlı yollardır, sermaye istemezler. [CACHE]
[2026-09-07 16:43:12] OYUN | JakeZero4526098: elmaları satabilirmiyim -> Elmalarını günlük görevler için /gunlukgorev menüsünden, diğer oyunculara satmak için açık artırmada /ah sell komutuyla ya da sipariş panosunda /order ile satabilirsin.
[2026-09-07 16:49:39] OYUN | JakeZero4526098: ametist kasasi nasil alinir -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-07 17:35:27] OYUN | QYuzif: neden gece görüşü yok? -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-07 17:35:37] OYUN | QYuzif: nasılsın -> Teşekkürler, iyiyim! LivaMC'de sana nasıl yardımcı olabilirim? [CACHE]
[2026-09-07 18:40:58] OYUN | QYuzif: ada hangi saatlerde ortaya çıkar -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-07 18:49:22] OYUN | QYuzif: ne yapion -> LivaMC sunucusunda oyunculara rehberlik ediyorum! Sana sunucuyla ilgili nasıl yardımcı olabilirim?
[2026-09-07 18:49:40] OYUN | QYuzif: bana para atarmisin -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-07 18:49:51] OYUN | QYuzif: bana 1 para atarmisin -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-07 18:50:10] OYUN | QYuzif: bana spawner verirmisin -> Spawneri doğrudan veremem, ama mağazanın kristal bölümünden kristal ile satın alabilirsin. Ayrıca spawner kasasından da çıkarabilirsin; bunun için /warp kasalar yazıp kasa alanına gidebilirsin.
[2026-09-07 18:50:26] OYUN | QYuzif: ozamam bana kristal yolla -> Maalesef sana kristal yollayamam. Kristal sadece AFK alanında (/ewarp afk) durarak kazanılır ve başka bir oyuncuya veya asistana aktarılamaz.
[2026-09-07 20:43:16] OYUN | zVesta: team sistemi bu swde varmı -> Evet, LivaMC'de takım sistemi vardır. Takım kurarak arkadaşlarınla birlikte baskın yapabilir ve takım içinde birbirinize zarar vermezsiniz. Takım kurmak 100.000 TL'dir ve /team create isminle kurabilirsin. Detaylar ve komutlar için /takim yazabilirsin.
[2026-09-07 20:55:51] OYUN | Nosstalgia_: takım killeri niye sayılmıyo -> Saatlik yarışta kendi koyduğun blok, spawner ve yumurtadan çıkan moblar sayılmaz. Ayrıca son vuruş pet, golem veya tuzak gibi sebeplerle senden değilse ve ipek dokunuşla sökülen ekinler yarışta sayılmamaktadır.
[2026-09-07 21:19:04] OYUN | Itz0nyx: kristaller ne işe yarıyo -> Kristaller ile mağazanın kristal bölümünden kasa anahtarları ve spawnerlar alabilirsin. Bunlar normal para ile satın alınamaz.
[2026-09-07 21:36:31] OYUN | QYuzif: bana 1m at -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-07 21:36:46] OYUN | QYuzif: bana 2 tane spawner kasası ver -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-07 21:36:59] OYUN | QYuzif: nasilsin -> İyiyim, teşekkür ederim! Sana LivaMC sunucusunda nasıl yardımcı olabilirim?
[2026-09-07 21:37:10] OYUN | QYuzif: olamazsin -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-07 22:10:25] OYUN | OnlyVan: test -> Selam! Ben LivaMC Helper. Sana LivaMC sunucumuz hakkında nasıl yardımcı olabilirim?
[2026-09-07 23:16:29] OYUN | XabkaliX: nasıl birşeyler satcam -> Eşyalarını satmak için açık artırmayı kullanabilirsin; elindeki eşyayı satmak için /ah sell fiyatin yazman yeterlidir. Spawn'daki sunucu mağazasından /market ile de eşya satabilirsin. Ayrıca siteden dükkân kiralayıp pazaryerinde 7/24 satış yapabilirsin.
[2026-09-07 23:17:34] OYUN | XabkaliX: 10k yazıyorum bir sayı değil diyor -> Açık artırmada veya komutlarda fiyat yazarken "10k" gibi kısaltmalar yerine doğrudan rakam yazman gerekiyor. Örneğin 10.000 TL yazmayı deneyebilirsin.
[2026-09-07 23:18:06] OYUN | XabkaliX: olmuyor -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-08 01:44:00] OYUN | Pixelachu: merhaba -> Merhaba! LivaMC'ye hoş geldin. Sana nasıl yardımcı olabilirim? [CACHE]
[2026-09-08 02:31:07] OYUN | OverLord: discorda nasıl girerim -> Discord sunucumuza discord.gg/livamc adresinden katılabilirsin. Oyunda /discord yazarak da doğrudan tıklanabilir linke ulaşabilirsin.
[2026-09-08 08:22:02] OYUN | MiniPencil39449: /ah da sadece alabiliyorum nasıl satacağım -> Elindeki eşyayı açık artırmaya koymak için /ah sell fiyat komutunu kullanabilirsin. Örneğin 1000 TL'ye satmak istiyorsan /ah sell 1000 yazman yeterlidir. Satış gerçekleştiğinde satıcıdan %5 vergi kesilir ve hazineye aktarılır.
[2026-09-08 08:25:13] OYUN | Gamer2025952: base nasıl işaretlenir -> LivaMC'de arazi koruma (claim) sistemi yoktur, bu yüzden üssünü harita üzerinde işaretleyen bir komut bulunmuyor. Üssünü korumak için spawn'dan uzağa kurmalı, yer altına saklamalı ve /sethome komutuyla ev olarak kaydetmelisin. Koordinatlarını kimseyle paylaşmaman en güvenli yöntemdir.
[2026-09-08 08:47:20] OYUN | Gamer2025952: ah da satışa naısl koycam -> Açık artırmada elindeki eşyayı satışa koymak için /ah sell fiyat komutunu yazmalısın. Satış gerçekleştiğinde satıcıdan %5 vergi kesilir ve eşya ile para aynı anda el değiştirir.
[2026-09-08 08:53:29] OYUN | MiniPencil39449: nasıl görünmezlik iksiri yapılır -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-08 09:34:23] OYUN | MiniPencil39449: iki kişi tp atıp beni öldürdü iremlerimi vermiyorlar ne yapmalıyım -> LivaMC'de arazi koruması yoktur ve vahşi doğada oyuncu öldürmek serbesttir. Bu yüzden eşyaların düşmüş olabilir. Ancak dolandırıcılık veya kural ihlali olduğunu düşünüyorsan, elinde video veya ekran görüntüsü kanıtı varsa Discord sunucumuzdan destek talebi açarak yetkililere bildirebilirsin. Kanıtın yoksa ceza verilmez.
[2026-09-08 09:38:22] OYUN | Pixsel__Eymen: digerlerının yanına nasıl ışınlanabılırım -> Başka bir oyuncunun yanına ışınlanmak için /tpa (oyuncu adı) komutunu kullanabilirsin. Karşı taraf /tpaccept komutuyla kabul ettiğinde yanına gidersin.
[2026-09-08 10:11:04] OYUN | Pixsel__Eymen: kasa nasıl acabılırım -> Spawn'daki kasa alanına gidip /warp Kasalar komutunu kullanabilirsin. Elindeki anahtara uygun kasaya sağ tıklayarak kasayı açabilirsin. Ücretsiz anahtarları her saat başı sunucudan alabilirsin.
[2026-09-08 11:11:43] OYUN | Pixsel__Eymen: kasa nasıl acabılırım -> Spawn'daki kasa alanına gidip /warp Kasalar komutunu kullanabilirsin. Elindeki anahtara uygun kasaya sağ tıklayarak kasayı açabilirsin. Ücretsiz anahtarları her saat başı sunucudan alabilirsin. [CACHE]
[2026-09-08 12:37:40] OYUN | zwox2: trail chamber varmı bu sunucuda -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-08 12:56:20] OYUN | zwox2: vahşi bölge nedir -> Vahşi bölge, /warp menüsünden gidebileceğin veya /rtp komutlarıyla ışınlanabileceğin, PvP'nin açık ve yapı korumasının olmadığı ana oyun alanıdır. Bu bölgede üs kurabilir, oyuncuları avlayabilir ve baskın yapabilirsin ancak dikkat et, burası tamamen tehlikelidir ve yapıların otomatik korunmaz.
[2026-09-08 13:57:41] OYUN | OverLord: liva mc adresi ne -> Java sürümü için gir.livamc.com adresini kullanabilirsin. Bedrock sürümü için ise bedrock.livamc.com adresini ve 19132 portunu yazarak giriş yapabilirsin.
[2026-09-08 14:26:46] OYUN | erdemproultra4: nasıl end siti bulabılırım? -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-08 15:39:11] OYUN | theselim: kristal neyde kullanılır -> Kristal ile mağazanın kristal bölümünden kasa anahtarları ve spawnerlar alabilirsin. Bu eşyalar normal para ile alınamaz ve kristal alışverişi vergiden muaftır.
[2026-09-08 17:43:06] OYUN | iamjuba71: border sınırları kaç blok -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-08 18:35:16] OYUN | iamjuba71: spawnerler için bir farm yapmaya gerek var mı? -> Spawnerları yerleştirip farm yapabilirsin. Spawnerları mağazanın kristal bölümünden veya spawner kasasından alabilirsin.
[2026-09-08 18:41:12] OYUN | MuratRTX: nasıl pvp arenasına gireriz -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-08 19:21:40] OYUN | Utkucuk41: soru shop var mi -> Evet, sunucumuzda market vardır. /market komutunu yazarak sunucu mağazasına ulaşabilir, End, Nether, Aletler ve Yemek kategorilerinden alışveriş yapabilirsin. Ayrıca kendi dükkanını açmak istersen Spawn'daki pazaryerinden dükkan kiralayabilirsin.
[2026-09-08 19:23:42] OYUN | Utkucuk41: soru ben niye bu sunucuya geldim -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-08 20:01:33] OYUN | Utkucuk41: soru para nasıl kascam -> Para kazanmak için günlük görevler için /gunlukgorev yazabilir veya sipariş panosu için /order komutunu kullanabilirsin, ikisi de sermaye istemez. Ayrıca açık artırma (/ah), sunucu mağazası (/market), kademeli satışlar, gece maaşı ve saatlik yarışlar (/yaris) ile de para kazanabilirsin. Yeni başlayan biri için en hızlı yol günlük görevler ve sipariş panosudur.
[2026-09-08 20:15:10] OYUN | RaconEmir: ganimet kasası anahtarı nasıl alınır -> Ganimet kasası anahtarı almak için üç farklı yol vardır. Her saat başı sunucudakilere ücretsiz anahtar dağıtılır, mağazanın kristal bölümünden kristal ile alabilirsin veya sunucuya oy vererek oy kasası anahtarı kazanabilirsin.
[2026-09-08 21:02:34] OYUN | iamjuba71: dünya sınırı ne kadar -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-08 21:48:19] OYUN | YusufStyle: basit jackpot nedir nasıl yapılır -> Basit jackpot, sunucudaki 500 - 2.000 TL aralığında oynanan şans oyunudur. Katılmak için /jackpot komutunu yazıp menüyü açabilir ve bahsini yatırabilirsin. En az 2 oyuncu katıldığında 5 dakikalık geri sayım başlar ve sürenin sonunda kazanan tüm havuzun sahibi olur.
[2026-09-08 23:04:40] OYUN | BayOrdekk: nası gelişcem -> Önce /baslangic yazarak rehberi okuyabilir ve /rtporman ile spawn'dan uzakta güvenli bir üs kurabilirsin. Para kazanmak için sermaye istemeyen /gunlukgorev ve /order sistemlerini kullanabilirsin. AFK alanında (/ewarp afk) kristal biriktirerek spawner ve kasa anahtarı alabilirsin. Madencilik ve mob avı yaparak seviyeni yükseltip gece maaşından daha çok pay alabilirsin.
[2026-09-08 23:05:09] OYUN | BayOrdekk: en kolay para kazanma yolu -> Yeni başlayan biri olarak en hızlı iki para kazanma yolu günlük görevler ve sipariş panosudur. Günlük görevler için /gunlukgorev yazıp her gün belirlenen eşyaları satabilirsin. Sipariş panosu için /order yazarak diğer oyuncuların açtığı talepleri karşılayabilirsin. İkisi de sermaye istemez ve elindeki eşyalarla hemen başlayabilirsin.
[2026-09-09 00:26:07] OYUN | Muhammed: skayblock varmi -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-09 00:27:21] OYUN | Muhammed: takım masıl oluşturuluyor -> Takım kurmak için /team create <isim> komutunu kullanabilirsin ve 100.000 TL maliyeti vardır. Yeni başlıyorsan önce oyuncularla tanışıp mevcut bir takımdan davet istemen daha mantıklı olabilir.
[2026-09-09 01:51:01] OYUN | NextRisen: nasıl item satıyoruz -> LivaMC'de eşyalarını satmak için birkaç farklı yolun var. En güvenli yol elindeki eşyayı /ah sell [fiyat] komutuyla açık artırmaya koymaktır. Ayrıca spawn'daki pazaryerinden site üzerinden dükkân kiralayabilir, /market ile sunucu mağazasına satış yapabilir veya /order panosundaki oyuncu taleplerini karşılayabilirsin.
[2026-09-09 03:48:35] OYUN | NextRisen: zombi spawner ne kadar -> Zombi spawner'ı normal parayla satın alamazsın, yalnızca mağazanın kristal bölümünden kristal ile alabilirsin ya da spawner kasasından çıkarabilirsin. Kristallerini /ewarp afk alanında durarak kazanabilirsin.
[2026-09-09 03:48:53] OYUN | NextRisen: zombi spawner ne kadar ah'ta satsam -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin. Zombi spawnerı mağazanın kristal bölümünden veya spawner kasasından alabilirsin.
[2026-09-09 05:09:17] OYUN | OkkesAhmet: (sistem nasıl işliyor) -> LivaMC, arazi koruma sistemi olmayan, PvP ve baskının serbest olduğu bir SMP sunucusudur. Sunucunun kalbinde oyuncu ekonomisi yer alır; ticaretten kesilen vergiler hazinede toplanır ve her gece seviyene göre maaş olarak sana geri dağıtılır. Madencilik, mob avı ve görevler yaparak seviyeni yükseltebilir, takımlar kurarak üssünü koruyabilirsin. Tüm sistemler ve komutlar için /menu komutunu kullanabilirsin.
[2026-09-09 11:32:30] OYUN | adala7: takımı nasıl herkese açık hale getirebilirim -> LivaMC'de takımlar sadece davetle kurulur ve açık takım seçeneği yoktur, her zaman özeldir. Bir oyuncuyu takıma alabilmek için /team invite komutunu kullanman gerekir.
[2026-09-09 11:36:05] OYUN | adala7: arkadaşımla nasıl evime gelebilir -> Arkadaşının evine gelebilmesi için /tpa <oyuncu adı> komutuyla sana ışınlanma isteği göndermesi gerekir. Sen de /tpaccept komutuyla isteği kabul edebilirsin.
[2026-09-09 11:41:27] OYUN | adala7: takım arkadaşım nasıl yanıma gelebilir -> Takım arkadaşının yanına gitmek için /tpa <oyuncu_adi> komutunu kullanabilirsin. O da sana /tpa yazarak ışınlanma isteği gönderebilir; sen /tpaccept diyerek kabul edebilirsin.
[2026-09-09 11:49:00] OYUN | Dark: sunucu hakkında bilgi alabilirmiyim -> LivaMC, PvP ve baskının serbest olduğu, arazi koruma sistemi bulunmayan bir Survival sunucusudur. Java için gir.livamc.com, Bedrock için bedrock.livamc.com (Port: 19132) adresinden bağlanabilirsin. Sunucunun kalbi ekonomidir; ticaretten kesilen vergiler hazinede toplanır ve her gece seviyene göre maaş olarak geri dağıtılır. Detaylı bilgi için /menu veya /baslangic yazabilirsin.
[2026-09-09 11:49:29] OYUN | Dark: nasıl başlıcam ev fln yapmaya -> Önce /baslangic yazarak rehberi okuyabilir ve /kurallar komutuyla kurallara göz atabilirsin. Sonra /rtporman ile vahşi doğaya ışınlanıp spawn'dan uzakta güvenli bir yer bularak /sethome ile evini kaydedebilirsin. Unutma, sunucumuzda arazi koruma sistemi yoktur, bu yüzden üssünü gizli tutman ve ender sandık kullanman önemlidir. Yeni başladıysan para kazanmak için /gunlukgorev ve /order komutlarını kullanabilirsin.
[2026-09-09 11:56:39] OYUN | adala7: adminler beni şuan izliyor mu -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-09 12:01:09] OYUN | adala7: Köy var mı -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-09 12:52:33] OYUN | Dark: event kasa anahtarını nerde kullanabilirirm -> Spawn bölgesindeki kasa alanında elindeki anahtara uygun kasaya sağ tıklayarak kullanabilirsin. Kasalar bölgesine gitmek için /warp menüsünü kullanabilirsin.
[2026-09-09 12:54:08] OYUN | Dark: nasıl rastgele biryere tplkenebilirim -> Vahşi doğaya rastgele ışınlanmak için /rtporman komutunu kullanabilirsin. Alternatif olarak /rtp yazarak menüden bölge seçebilir veya Nether ve End için /rtpnether ile /rtpend komutlarını kullanabilirsin. Işınlanma sırasında hareket etmemeye dikkat etmelisin.
[2026-09-09 13:49:51] OYUN | xxxmsl: rehber nasıl olurum -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
